mnemonic,unit,value,descr,API,file,MaxDepth
BHT,DEGF,247.0,Bottom Hole Temperature (used in calculations),0504520017,0504520017_2782146.las,9309.0
MRT,DEGF,248.0,Maximum Recorded Temperature,0504520017,0504520017_2782146.las,9309.0
BHT,DEGF,240.0,Bottom Hole Temperature (used in calculations),0504520019,0504520019_2795807.las,8807.5
MRT,DEGF,242.2,Maximum Recorded Temperature,0504520019,0504520019_2795807.las,8807.5
BHT,DEGF,195.3,Bottom Hole Temperature,0504520020,0504520020_2768151.las,9521.0
MRT,DEGF,195.4,Maximum Recorded Temperature,0504520020,0504520020_2768151.las,9521.0
BHT,DEGF,257.0,Bottom Hole Temperature,0504520020,0504520020_2768152.las,9521.0
MRT,DEGF,257.0,Maximum Recorded Temperature,0504520020,0504520020_2768152.las,9521.0
BHT,DEGF,195.3,Bottom Hole Temperature,0504520020,0504520020_2930308.las,9521.0
MRT,DEGF,195.4,Maximum Recorded Temperature,0504520020,0504520020_2930308.las,9521.0
BHT,DEGF,257.0,Bottom Hole Temperature,0504520020,0504520020_2930309.las,9521.0
MRT,DEGF,257.0,Maximum Recorded Temperature,0504520020,0504520020_2930309.las,9521.0
BHT,DEGF,240.0,Bottom Hole Temperature (used in calculations),0504520021,0504520021_2796911.las,9123.0
MRT,DEGF,241.0,Maximum Recorded Temperature,0504520021,0504520021_2796911.las,9123.0
BHT,DEGF,240.0,Bottom Hole Temperature (used in calculations),0504520022,0504520022_2797961.las,9382.5
MRT,DEGF,242.0,Maximum Recorded Temperature,0504520022,0504520022_2797961.las,9382.5
BHT,DEGF,189.5,Bottom Hole Temperature,0504520023,0504520023_2720228.las,9450.0
MRT,DEGF,195.3,Maximum Recorded Temperature,0504520023,0504520023_2720228.las,9450.0
BHT,DEGF,189.5,Bottom Hole Temperature,0504520023,0504520023_2930310.las,9450.0
MRT,DEGF,195.3,Maximum Recorded Temperature,0504520023,0504520023_2930310.las,9450.0
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504520024,0504520024_2782148.las,9310.5
MRT,DEGF,247.0,Maximum Recorded Temperature,0504520024,0504520024_2782148.las,9310.5
BHT,DEGF,247.0,Bottom Hole Temperature (used in calculations),0504520024,0504520024_2782149.las,9314.5
MRT,DEGF,247.0,Maximum Recorded Temperature,0504520024,0504520024_2782149.las,9314.5
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504520024,0504520024_2782150.las,9317.0
MRT,DEGF,247.0,Maximum Recorded Temperature,0504520024,0504520024_2782150.las,9317.0
BHT,DEGF,370.0,Bottom Hole Temperature (used in calculations),0504520025,0504520025_2829594.las,15364.5
MRT,DEGF,351.0,Maximum Recorded Temperature,0504520025,0504520025_2829594.las,15364.5
BHT,DEGF,357.39999,Bottom Hole Temperature (used in calculations),0504520025,0504520025_2829600.las,14485.5
MRT,DEGF,357.39999,Maximum Recorded Temperature,0504520025,0504520025_2829600.las,14485.5
MRT,DEGF,241,Maximum Recorded Temperature,0504520039,0504520039_3556555.las,8671.0
MRT,DEGF,240,Maximum Recorded Temperature,0504520040,0504520040_3701776.las,8436.0
MRT,DEGF,242,Maximum Recorded Temperature,0504520041,0504520041_3556893.las,8471.0
BHT:1,DEGF,90,Bottom Hole Temperature,0504520044,0504520044_3556834.las,8625.0
MRT:1,DEGF,90,Maximum Recorded Temperature,0504520044,0504520044_3556834.las,8625.0
BHT:2,DEGF,197,Bottom Hole Temperature,0504520044,0504520044_3556834.las,8625.0
MRT:2,DEGF,197,Maximum Recorded Temperature,0504520044,0504520044_3556834.las,8625.0
MRT,DEGF,240,Maximum Recorded Temperature,0504520046,0504520046_3718480.las,9075.0
MRT,DEGF,243,Maximum Recorded Temperature,0504520047,0504520047_3556810.las,8877.0
BHT,DEGF,195.8,Bottom Hole Temperature,0504520050,0504520050_3697175.las,8349.0
MRT,DEGF,195.8,Maximum Recorded Temperature,0504520050,0504520050_3697175.las,8349.0
MRT,DEGF,241,Maximum Recorded Temperature,0504520051,0504520051_3699585.las,9185.0
MRT,DEGF,237,Maximum Recorded Temperature,0504520052,0504520052_3556678.las,8548.0
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520056,0504520056_2848764.las,9126.0
MRT,DEGF,236.0,Maximum Recorded Temperature,0504520056,0504520056_2848764.las,9126.0
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520056,0504520056_2848765.las,9092.5
MRT,DEGF,236.60001,Maximum Recorded Temperature,0504520056,0504520056_2848765.las,9092.5
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520056,0504520056_2848766.las,3542.5
MRT,DEGF,216.8,Maximum Recorded Temperature,0504520056,0504520056_2848766.las,3542.5
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520057,0504520057_2848783.las,9316.5
MRT,DEGF,236.89999,Maximum Recorded Temperature,0504520057,0504520057_2848783.las,9316.5
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520057,0504520057_2848784.las,9307.0
MRT,DEGF,238.10001,Maximum Recorded Temperature,0504520057,0504520057_2848784.las,9307.0
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520057,0504520057_2848785.las,3602.5
MRT,DEGF,238.10001,Maximum Recorded Temperature,0504520057,0504520057_2848785.las,3602.5
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520057,0504520057_2858342.las,8360.0
MRT,DEGF,238.10001,Maximum Recorded Temperature,0504520057,0504520057_2858342.las,8360.0
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520057,0504520057_2858343.las,9316.5
MRT,DEGF,238.10001,Maximum Recorded Temperature,0504520057,0504520057_2858343.las,9316.5
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520057,0504520057_2858344.las,3582.5
MRT,DEGF,238.10001,Maximum Recorded Temperature,0504520057,0504520057_2858344.las,3582.5
MRT,degF,178.0,Maximum Recorded Temperature,0504520058,0504520058_3050817.las,7531.0
MRT,degF,178.0,Maximum Recorded Temperature,0504520058,0504520058_3050818.las,7531.0
MRT,degF,211.0,Maximum Recorded Temperature,0504520059,0504520059_3243847.las,7500.0
MRT,degF,211.0,Maximum Recorded Temperature,0504520059,0504520059_3349112.las,7500.0
BHT,DEGF,231.7,Bottom Hole Temperature,0504520060,0504520060_2857207.las,8833.0
MRT,DEGF,231.7,Maximum Recorded Temperature,0504520060,0504520060_2857207.las,8833.0
BHT,DEGF,231.7,Bottom Hole Temperature,0504520060,0504520060_2930311.las,8833.0
MRT,DEGF,231.7,Maximum Recorded Temperature,0504520060,0504520060_2930311.las,8833.0
MRT,degF,174.0,Maximum Recorded Temperature,0504520061,0504520061_3050813.las,7524.0
MRT,degF,174.0,Maximum Recorded Temperature,0504520061,0504520061_3050814.las,7524.0
BHT,DEGF,236.3,Bottom Hole Temperature,0504520062,0504520062_2857134.las,8720.0
MRT,DEGF,236.3,Maximum Recorded Temperature,0504520062,0504520062_2857134.las,8720.0
BHT,DEGF,236.3,Bottom Hole Temperature,0504520062,0504520062_2930312.las,8720.0
MRT,DEGF,236.3,Maximum Recorded Temperature,0504520062,0504520062_2930312.las,8720.0
BHT,DEGF,235.89999,Bottom Hole Temperature (used in calculations),0504520063,0504520063_2857573.las,9110.0
MRT,DEGF,235.89999,Maximum Recorded Temperature,0504520063,0504520063_2857573.las,9110.0
BHT,DEGF,235.89999,Bottom Hole Temperature (used in calculations),0504520063,0504520063_2857574.las,9097.5
MRT,DEGF,235.89999,Maximum Recorded Temperature,0504520063,0504520063_2857574.las,9097.5
BHT,DEGF,235.89999,Bottom Hole Temperature (used in calculations),0504520063,0504520063_2857575.las,6584.0
MRT,DEGF,235.89999,Maximum Recorded Temperature,0504520063,0504520063_2857575.las,6584.0
BHT,DEGF,235.9,Bottom Hole Temperature,0504520063,0504520063_2857576.las,9097.0
MRT,DEGF,235.9,Maximum Recorded Temperature,0504520063,0504520063_2857576.las,9097.0
BHT,DEGF,235.9,Bottom Hole Temperature,0504520063,0504520063_2930313.las,9097.0
MRT,DEGF,235.9,Maximum Recorded Temperature,0504520063,0504520063_2930313.las,9097.0
BHT,DEGF,235.89999,Bottom Hole Temperature (used in calculations),0504520063,0504520063_2930314.las,9110.0
MRT,DEGF,235.89999,Maximum Recorded Temperature,0504520063,0504520063_2930314.las,9110.0
BHT,DEGF,235.89999,Bottom Hole Temperature (used in calculations),0504520063,0504520063_2930315.las,9097.5
MRT,DEGF,235.89999,Maximum Recorded Temperature,0504520063,0504520063_2930315.las,9097.5
BHT,DEGF,235.89999,Bottom Hole Temperature (used in calculations),0504520063,0504520063_2930316.las,6584.0
MRT,DEGF,235.89999,Maximum Recorded Temperature,0504520063,0504520063_2930316.las,6584.0
MRT,degF,210.0,Maximum Recorded Temperature,0504520064,0504520064_3069951.las,7120.0
BHT,DEGF,183,Bottom Hole Temperature,0504520064,0504520064_3069952.las,7183.0
MRT,DEGF,181,Maximum Recorded Temperature,0504520064,0504520064_3069952.las,7183.0
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520065,0504520065_2848779.las,9186.0
MRT,DEGF,216.8,Maximum Recorded Temperature,0504520065,0504520065_2848779.las,9186.0
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520065,0504520065_2848780.las,9186.0
MRT,DEGF,236.89999,Maximum Recorded Temperature,0504520065,0504520065_2848780.las,9186.0
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520065,0504520065_2848781.las,3548.5
MRT,DEGF,236.89999,Maximum Recorded Temperature,0504520065,0504520065_2848781.las,3548.5
MRT,degF,212.0,Maximum Recorded Temperature,0504520066,0504520066_3069949.las,7003.0
MRT,degF,212.0,Maximum Recorded Temperature,0504520066,0504520066_3069950.las,7000.0
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520067,0504520067_2848772.las,9060.0
MRT,DEGF,239.0,Maximum Recorded Temperature,0504520067,0504520067_2848772.las,9060.0
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520067,0504520067_2848773.las,9054.5
MRT,DEGF,239.0,Maximum Recorded Temperature,0504520067,0504520067_2848773.las,9054.5
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520067,0504520067_2848774.las,9070.0
MRT,DEGF,239.0,Maximum Recorded Temperature,0504520067,0504520067_2848774.las,9070.0
BHT,DEGF,245.0,Bottom Hole Temperature,0504520068,0504520068_2726136.las,9321.0
MRT,DEGF,245.0,Maximum Recorded Temperature,0504520068,0504520068_2726136.las,9321.0
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520068,0504520068_2782202.las,9321.5
MRT,DEGF,245.0,Maximum Recorded Temperature,0504520068,0504520068_2782202.las,9321.5
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520068,0504520068_2782203.las,9335.5
MRT,DEGF,245.0,Maximum Recorded Temperature,0504520068,0504520068_2782203.las,9335.5
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520068,0504520068_2782204.las,9315.5
MRT,DEGF,245.0,Maximum Recorded Temperature,0504520068,0504520068_2782204.las,9315.5
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520068,0504520068_2782205.las,9320.0
MRT,DEGF,245.0,Maximum Recorded Temperature,0504520068,0504520068_2782205.las,9320.0
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520068,0504520068_2782206.las,9321.0
MRT,DEGF,245.0,Maximum Recorded Temperature,0504520068,0504520068_2782206.las,9321.0
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520068,0504520068_2794675.las,9321.5
MRT,DEGF,245.0,Maximum Recorded Temperature,0504520068,0504520068_2794675.las,9321.5
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520068,0504520068_2794676.las,9335.5
MRT,DEGF,245.0,Maximum Recorded Temperature,0504520068,0504520068_2794676.las,9335.5
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520068,0504520068_2794677.las,9315.5
MRT,DEGF,245.0,Maximum Recorded Temperature,0504520068,0504520068_2794677.las,9315.5
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520068,0504520068_2794678.las,9320.0
MRT,DEGF,245.0,Maximum Recorded Temperature,0504520068,0504520068_2794678.las,9320.0
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520068,0504520068_2794679.las,9321.0
MRT,DEGF,245.0,Maximum Recorded Temperature,0504520068,0504520068_2794679.las,9321.0
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520069,0504520069_2846709.las,8827.0
MRT,DEGF,236.0,Maximum Recorded Temperature,0504520069,0504520069_2846709.las,8827.0
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520069,0504520069_2846710.las,8825.5
MRT,DEGF,236.0,Maximum Recorded Temperature,0504520069,0504520069_2846710.las,8825.5
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520069,0504520069_2846711.las,8832.5
MRT,DEGF,236.0,Maximum Recorded Temperature,0504520069,0504520069_2846711.las,8832.5
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504520070,0504520070_2782163.las,7557.5
MRT,DEGF,244.10001,Maximum Recorded Temperature,0504520070,0504520070_2782163.las,7557.5
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504520070,0504520070_2782164.las,9084.5
MRT,DEGF,244.10001,Maximum Recorded Temperature,0504520070,0504520070_2782164.las,9084.5
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504520070,0504520070_2782165.las,9088.0
MRT,DEGF,244.10001,Maximum Recorded Temperature,0504520070,0504520070_2782165.las,9088.0
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504520070,0504520070_2792421.las,9088.0
MRT,DEGF,244.10001,Maximum Recorded Temperature,0504520070,0504520070_2792421.las,9088.0
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504520070,0504520070_2792422.las,9084.5
MRT,DEGF,244.10001,Maximum Recorded Temperature,0504520070,0504520070_2792422.las,9084.5
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504520070,0504520070_2792423.las,7557.5
MRT,DEGF,244.10001,Maximum Recorded Temperature,0504520070,0504520070_2792423.las,7557.5
BHT,DEGF,212.0,Bottom Hole Temperature,0504520070,0504520070_2792424.las,9084.0
MRT,DEGF,244.1,Maximum Recorded Temperature,0504520070,0504520070_2792424.las,9084.0
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520071,0504520071_2848776.las,9035.5
MRT,DEGF,236.0,Maximum Recorded Temperature,0504520071,0504520071_2848776.las,9035.5
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520071,0504520071_2848777.las,9042.0
MRT,DEGF,236.0,Maximum Recorded Temperature,0504520071,0504520071_2848777.las,9042.0
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520071,0504520071_2848778.las,9052.5
MRT,DEGF,236.0,Maximum Recorded Temperature,0504520071,0504520071_2848778.las,9052.5
BHT,DEGF,245.0,Bottom Hole Temperature,0504520072,0504520072_2718802.las,9205.0
MRT,DEGF,246.0,Maximum Recorded Temperature,0504520072,0504520072_2718802.las,9205.0
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520072,0504520072_2782210.las,9205.0
MRT,DEGF,246.0,Maximum Recorded Temperature,0504520072,0504520072_2782210.las,9205.0
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520072,0504520072_2782211.las,9198.5
MRT,DEGF,246.0,Maximum Recorded Temperature,0504520072,0504520072_2782211.las,9198.5
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520072,0504520072_2782212.las,9198.0
MRT,DEGF,246.0,Maximum Recorded Temperature,0504520072,0504520072_2782212.las,9198.0
BHT,DEGF,245.0,Bottom Hole Temperature,0504520072,0504520072_2782213.las,9205.0
MRT,DEGF,246.0,Maximum Recorded Temperature,0504520072,0504520072_2782213.las,9205.0
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520072,0504520072_2794658.las,9198.5
MRT,DEGF,246.0,Maximum Recorded Temperature,0504520072,0504520072_2794658.las,9198.5
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520072,0504520072_2794659.las,9198.0
MRT,DEGF,246.0,Maximum Recorded Temperature,0504520072,0504520072_2794659.las,9198.0
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520072,0504520072_2794660.las,9205.0
MRT,DEGF,246.0,Maximum Recorded Temperature,0504520072,0504520072_2794660.las,9205.0
BHT,DEGF,246.5,Bottom Hole Temperature,0504520073,0504520073_2736634.las,9129.0
MRT,DEGF,245.9,Maximum Recorded Temperature,0504520073,0504520073_2736634.las,9129.0
BHT,DEGF,245.89999,Bottom Hole Temperature (used in calculations),0504520073,0504520073_2782156.las,9134.5
MRT,DEGF,245.89999,Maximum Recorded Temperature,0504520073,0504520073_2782156.las,9134.5
BHT,DEGF,245.89999,Bottom Hole Temperature (used in calculations),0504520073,0504520073_2782157.las,9134.0
MRT,DEGF,245.89999,Maximum Recorded Temperature,0504520073,0504520073_2782157.las,9134.0
BHT,DEGF,246.5,Bottom Hole Temperature (used in calculations),0504520073,0504520073_2782158.las,9131.0
MRT,DEGF,245.89999,Maximum Recorded Temperature,0504520073,0504520073_2782158.las,9131.0
BHT,DEGF,246.5,Bottom Hole Temperature (used in calculations),0504520073,0504520073_2782159.las,9129.0
MRT,DEGF,245.89999,Maximum Recorded Temperature,0504520073,0504520073_2782159.las,9129.0
BHT,DEGF,246.5,Bottom Hole Temperature (used in calculations),0504520073,0504520073_2782160.las,6524.0
MRT,DEGF,245.89999,Maximum Recorded Temperature,0504520073,0504520073_2782160.las,6524.0
MRT,degF,193.0,Maximum Recorded Temperature,0504520075,0504520075_3032367.las,7170.0
MRT,degF,193.0,Maximum Recorded Temperature,0504520075,0504520075_3032368.las,7170.0
BHT,DEGF,175.4,Bottom Hole Temperature,0504520075,0504520075_3032371.las,7237.0
MRT,DEGF,175.4,Maximum Recorded Temperature,0504520075,0504520075_3032371.las,7237.0
MRT,degF,210.0,Maximum Recorded Temperature,0504520077,0504520077_3060878.las,6961.0
MRT,degF,210.0,Maximum Recorded Temperature,0504520077,0504520077_3060879.las,6970.0
BHT,DEGF,236.0,Bottom Hole Temperature,0504520078,0504520078_2834790.las,9081.0
MRT,DEGF,236.0,Maximum Recorded Temperature,0504520078,0504520078_2834790.las,9081.0
BHT,DEGF,236.0,Bottom Hole Temperature,0504520078,0504520078_2930321.las,9081.0
MRT,DEGF,236.0,Maximum Recorded Temperature,0504520078,0504520078_2930321.las,9081.0
BHT,DEGF,236.0,Bottom Hole Temperature,0504520079,0504520079_2857130.las,8732.0
MRT,DEGF,235.6,Maximum Recorded Temperature,0504520079,0504520079_2857130.las,8732.0
BHT,DEGF,236.0,Bottom Hole Temperature,0504520079,0504520079_2930322.las,8732.0
MRT,DEGF,235.6,Maximum Recorded Temperature,0504520079,0504520079_2930322.las,8732.0
MRT,degF,209.0,Maximum Recorded Temperature,0504520080,0504520080_3069958.las,7080.0
MRT,degF,209.0,Maximum Recorded Temperature,0504520080,0504520080_3069959.las,7080.0
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520081,0504520081_2848360.las,8831.0
MRT,DEGF,238.0,Maximum Recorded Temperature,0504520081,0504520081_2848360.las,8831.0
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520081,0504520081_2848361.las,8825.0
MRT,DEGF,238.0,Maximum Recorded Temperature,0504520081,0504520081_2848361.las,8825.0
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520081,0504520081_2848362.las,8830.5
MRT,DEGF,238.0,Maximum Recorded Temperature,0504520081,0504520081_2848362.las,8830.5
BHT,DEGF,248.3,Bottom Hole Temperature,0504520082,0504520082_2736508.las,9308.0
MRT,DEGF,248.3,Maximum Recorded Temperature,0504520082,0504520082_2736508.las,9308.0
BHT,DEGF,248.3,Bottom Hole Temperature (used in calculations),0504520082,0504520082_2782171.las,9308.5
MRT,DEGF,248.3,Maximum Recorded Temperature,0504520082,0504520082_2782171.las,9308.5
BHT,DEGF,248.3,Bottom Hole Temperature (used in calculations),0504520082,0504520082_2782172.las,9305.5
MRT,DEGF,248.3,Maximum Recorded Temperature,0504520082,0504520082_2782172.las,9305.5
BHT,DEGF,248.3,Bottom Hole Temperature (used in calculations),0504520082,0504520082_2782173.las,7732.5
MRT,DEGF,248.3,Maximum Recorded Temperature,0504520082,0504520082_2782173.las,7732.5
BHT,DEGF,248.3,Bottom Hole Temperature (used in calculations),0504520082,0504520082_2792403.las,9308.5
MRT,DEGF,248.3,Maximum Recorded Temperature,0504520082,0504520082_2792403.las,9308.5
BHT,DEGF,248.3,Bottom Hole Temperature (used in calculations),0504520082,0504520082_2792404.las,9305.5
MRT,DEGF,248.3,Maximum Recorded Temperature,0504520082,0504520082_2792404.las,9305.5
BHT,DEGF,248.3,Bottom Hole Temperature (used in calculations),0504520082,0504520082_2792405.las,7732.5
MRT,DEGF,248.3,Maximum Recorded Temperature,0504520082,0504520082_2792405.las,7732.5
BHT,DEGF,248.3,Bottom Hole Temperature,0504520082,0504520082_2792406.las,9308.0
MRT,DEGF,248.3,Maximum Recorded Temperature,0504520082,0504520082_2792406.las,9308.0
MRT,degF,203.0,Maximum Recorded Temperature,0504520083,0504520083_3022613.las,6915.0
MRT,degF,203.0,Maximum Recorded Temperature,0504520083,0504520083_3022614.las,6915.0
BHT,DEGF,245.0,Bottom Hole Temperature,0504520084,0504520084_2726112.las,9313.0
MRT,DEGF,246.0,Maximum Recorded Temperature,0504520084,0504520084_2726112.las,9313.0
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520084,0504520084_2782207.las,9308.5
MRT,DEGF,246.0,Maximum Recorded Temperature,0504520084,0504520084_2782207.las,9308.5
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520084,0504520084_2782208.las,9313.5
MRT,DEGF,246.0,Maximum Recorded Temperature,0504520084,0504520084_2782208.las,9313.5
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520084,0504520084_2782209.las,9317.5
MRT,DEGF,246.0,Maximum Recorded Temperature,0504520084,0504520084_2782209.las,9317.5
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520084,0504520084_2794637.las,9308.5
MRT,DEGF,246.0,Maximum Recorded Temperature,0504520084,0504520084_2794637.las,9308.5
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520084,0504520084_2794638.las,9313.5
MRT,DEGF,246.0,Maximum Recorded Temperature,0504520084,0504520084_2794638.las,9313.5
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520084,0504520084_2794639.las,9317.5
MRT,DEGF,246.0,Maximum Recorded Temperature,0504520084,0504520084_2794639.las,9317.5
MRT,degF,213.0,Maximum Recorded Temperature,0504520085,0504520085_3069945.las,7027.0
MRT,degF,213.0,Maximum Recorded Temperature,0504520085,0504520085_3069946.las,7020.0
MRT,degF,210.0,Maximum Recorded Temperature,0504520086,0504520086_3050819.las,7470.0
MRT,degF,210.0,Maximum Recorded Temperature,0504520086,0504520086_3050820.las,7470.0
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520087,0504520087_2848363.las,9109.5
MRT,DEGF,236.60001,Maximum Recorded Temperature,0504520087,0504520087_2848363.las,9109.5
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520087,0504520087_2848364.las,9109.5
MRT,DEGF,236.60001,Maximum Recorded Temperature,0504520087,0504520087_2848364.las,9109.5
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504520087,0504520087_2848365.las,3535.5
MRT,,,Maximum Recorded Temperature,0504520087,0504520087_2848365.las,3535.5
BOTTEMP,DEGF,109.9,Bottom Hole Temperature,0504520088,0504520088_2741367.las,2589.0
BHT,DEGF,243.2,Bottom Hole Temperature (used in calculations),0504520088,0504520088_2782161.las,9391.5
MRT,DEGF,243.2,Maximum Recorded Temperature,0504520088,0504520088_2782161.las,9391.5
BHT,DEGF,243.2,Bottom Hole Temperature (used in calculations),0504520088,0504520088_2782162.las,9399.5
MRT,DEGF,243.2,Maximum Recorded Temperature,0504520088,0504520088_2782162.las,9399.5
BHT,DEGF,243.2,Bottom Hole Temperature (used in calculations),0504520088,0504520088_2795869.las,9391.5
MRT,DEGF,243.2,Maximum Recorded Temperature,0504520088,0504520088_2795869.las,9391.5
BHT,DEGF,243.2,Bottom Hole Temperature (used in calculations),0504520088,0504520088_2795870.las,9399.5
MRT,DEGF,243.2,Maximum Recorded Temperature,0504520088,0504520088_2795870.las,9399.5
BHT,DEGF,247.0,Bottom Hole Temperature (used in calculations),0504520088,0504520088_2869399.las,9393.0
MRT,DEGF,247.0,Maximum Recorded Temperature,0504520088,0504520088_2869399.las,9393.0
BHT,DEGF,244.0,Bottom Hole Temperature (used in calculations),0504520088,0504520088_2869400.las,9395.0
MRT,DEGF,246.0,Maximum Recorded Temperature,0504520088,0504520088_2869400.las,9395.0
BHT,DEGF,244.0,Bottom Hole Temperature (used in calculations),0504520088,0504520088_2869401.las,9401.5
MRT,DEGF,246.0,Maximum Recorded Temperature,0504520088,0504520088_2869401.las,9401.5
BHT,DEGF,244.0,Bottom Hole Temperature (used in calculations),0504520088,0504520088_2869402.las,9405.5
MRT,DEGF,246.0,Maximum Recorded Temperature,0504520088,0504520088_2869402.las,9405.5
BHT,DEGF,245.0,Bottom Hole Temperature,0504520089,0504520089_2718767.las,9130.0
MRT,DEGF,245.0,Maximum Recorded Temperature,0504520089,0504520089_2718767.las,9130.0
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520089,0504520089_2782185.las,9000.0
MRT,DEGF,245.0,Maximum Recorded Temperature,0504520089,0504520089_2782185.las,9000.0
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520089,0504520089_2782186.las,9163.5
MRT,DEGF,245.0,Maximum Recorded Temperature,0504520089,0504520089_2782186.las,9163.5
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520089,0504520089_2782187.las,9131.0
MRT,DEGF,245.0,Maximum Recorded Temperature,0504520089,0504520089_2782187.las,9131.0
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520089,0504520089_2782188.las,9140.5
MRT,DEGF,245.0,Maximum Recorded Temperature,0504520089,0504520089_2782188.las,9140.5
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520089,0504520089_2782189.las,9131.0
MRT,DEGF,245.0,Maximum Recorded Temperature,0504520089,0504520089_2782189.las,9131.0
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520089,0504520089_2794689.las,9131.0
MRT,DEGF,245.0,Maximum Recorded Temperature,0504520089,0504520089_2794689.las,9131.0
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520089,0504520089_2794690.las,9140.5
MRT,DEGF,245.0,Maximum Recorded Temperature,0504520089,0504520089_2794690.las,9140.5
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520089,0504520089_2794691.las,9131.0
MRT,DEGF,245.0,Maximum Recorded Temperature,0504520089,0504520089_2794691.las,9131.0
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520089,0504520089_2794692.las,9163.5
MRT,DEGF,245.0,Maximum Recorded Temperature,0504520089,0504520089_2794692.las,9163.5
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504520089,0504520089_2794693.las,9000.0
MRT,DEGF,245.0,Maximum Recorded Temperature,0504520089,0504520089_2794693.las,9000.0
